,episode,make_span,reward,no-op
0,0.0,1042.0,-2.0808080808080756,0.0
1,0.0,1042.0,-2.0808080808080764,0.0
2,0.0,1042.0,-2.0808080808080756,0.0
3,1.0,1042.0,-2.0808080808080756,0.0
4,1.0,1042.0,-2.0808080808080756,0.0
5,1.0,1042.0,-2.0808080808080756,0.0
6,2.0,1042.0,-2.0808080808080756,0.0
7,2.0,1042.0,-2.0808080808080756,0.0
8,2.0,1042.0,-2.0808080808080756,0.0
9,3.0,1042.0,-2.0808080808080756,0.0
10,3.0,1042.0,-2.0808080808080756,0.0
11,3.0,1042.0,-2.0808080808080756,0.0
12,4.0,1042.0,-2.0808080808080756,0.0
13,4.0,1042.0,-2.0808080808080756,0.0
14,4.0,1042.0,-2.0808080808080756,0.0
15,5.0,1042.0,-2.0808080808080764,0.0
16,5.0,1042.0,-2.0808080808080764,0.0
17,5.0,1042.0,-2.0808080808080756,0.0
18,6.0,1042.0,-2.0808080808080756,0.0
19,6.0,1042.0,-2.0808080808080756,0.0
20,6.0,1042.0,-2.0808080808080756,0.0
21,7.0,1042.0,-2.0808080808080756,0.0
22,7.0,1042.0,-2.0808080808080756,0.0
23,7.0,1042.0,-2.0808080808080756,0.0
24,8.0,1042.0,-2.0808080808080756,0.0
25,8.0,1042.0,-2.0808080808080764,0.0
26,8.0,1042.0,-2.0808080808080764,0.0
27,9.0,1042.0,-2.0808080808080756,0.0
28,9.0,1042.0,-2.0808080808080756,0.0
29,9.0,1042.0,-2.0808080808080756,0.0
